sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
Batch_1_USDA207_S19	Batch_1_USDA207_S19	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA207_S19_R1_001.fastq.gz	Batch_1_USDA207_S19_R2_001.fastq.gz				
Batch_1_USDA208_S173	Batch_1_USDA208_S173	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA208_S173_R1_001.fastq.gz	Batch_1_USDA208_S173_R2_001.fastq.gz				
Batch_1_USDA209_S62	Batch_1_USDA209_S62	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA209_S62_R1_001.fastq.gz	Batch_1_USDA209_S62_R2_001.fastq.gz				
Batch_1_USDA21_S220	Batch_1_USDA21_S220	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA21_S220_R1_001.fastq.gz	Batch_1_USDA21_S220_R2_001.fastq.gz				
Batch_1_USDA211_S83	Batch_1_USDA211_S83	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA211_S83_R1_001.fastq.gz	Batch_1_USDA211_S83_R2_001.fastq.gz				
Batch_1_USDA212_S112	Batch_1_USDA212_S112	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA212_S112_R1_001.fastq.gz	Batch_1_USDA212_S112_R2_001.fastq.gz				
Batch_1_USDA214_S52	Batch_1_USDA214_S52	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA214_S52_R1_001.fastq.gz	Batch_1_USDA214_S52_R2_001.fastq.gz				
Batch_1_USDA215_S230	Batch_1_USDA215_S230	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA215_S230_R1_001.fastq.gz	Batch_1_USDA215_S230_R2_001.fastq.gz				
Batch_1_USDA216_S82	Batch_1_USDA216_S82	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA216_S82_R1_001.fastq.gz	Batch_1_USDA216_S82_R2_001.fastq.gz				
Batch_1_USDA218_S276	Batch_1_USDA218_S276	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA218_S276_R1_001.fastq.gz	Batch_1_USDA218_S276_R2_001.fastq.gz				
Batch_1_USDA219_S253	Batch_1_USDA219_S253	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA219_S253_R1_001.fastq.gz	Batch_1_USDA219_S253_R2_001.fastq.gz				
Batch_1_USDA22_S186	Batch_1_USDA22_S186	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA22_S186_R1_001.fastq.gz	Batch_1_USDA22_S186_R2_001.fastq.gz				
Batch_1_USDA220_S63	Batch_1_USDA220_S63	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA220_S63_R1_001.fastq.gz	Batch_1_USDA220_S63_R2_001.fastq.gz				
Batch_1_USDA221_S105	Batch_1_USDA221_S105	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA221_S105_R1_001.fastq.gz	Batch_1_USDA221_S105_R2_001.fastq.gz				
Batch_1_USDA222_S86	Batch_1_USDA222_S86	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA222_S86_R1_001.fastq.gz	Batch_1_USDA222_S86_R2_001.fastq.gz				
Batch_1_USDA223_S122	Batch_1_USDA223_S122	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA223_S122_R1_001.fastq.gz	Batch_1_USDA223_S122_R2_001.fastq.gz				
Batch_1_USDA224_S227	Batch_1_USDA224_S227	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA224_S227_R1_001.fastq.gz	Batch_1_USDA224_S227_R2_001.fastq.gz				
Batch_1_USDA226_S44	Batch_1_USDA226_S44	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA226_S44_R1_001.fastq.gz	Batch_1_USDA226_S44_R2_001.fastq.gz				
Batch_1_USDA227_S248	Batch_1_USDA227_S248	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA227_S248_R1_001.fastq.gz	Batch_1_USDA227_S248_R2_001.fastq.gz				
Batch_1_USDA228_S226	Batch_1_USDA228_S226	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA228_S226_R1_001.fastq.gz	Batch_1_USDA228_S226_R2_001.fastq.gz				
Batch_1_USDA229_S256	Batch_1_USDA229_S256	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA229_S256_R1_001.fastq.gz	Batch_1_USDA229_S256_R2_001.fastq.gz				
Batch_1_USDA23_S180	Batch_1_USDA23_S180	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA23_S180_R1_001.fastq.gz	Batch_1_USDA23_S180_R2_001.fastq.gz				
Batch_1_USDA230_S169	Batch_1_USDA230_S169	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA230_S169_R1_001.fastq.gz	Batch_1_USDA230_S169_R2_001.fastq.gz				
Batch_1_USDA231_S26	Batch_1_USDA231_S26	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA231_S26_R1_001.fastq.gz	Batch_1_USDA231_S26_R2_001.fastq.gz				
Batch_1_USDA232_S110	Batch_1_USDA232_S110	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA232_S110_R1_001.fastq.gz	Batch_1_USDA232_S110_R2_001.fastq.gz				
Batch_1_USDA233_S189	Batch_1_USDA233_S189	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA233_S189_R1_001.fastq.gz	Batch_1_USDA233_S189_R2_001.fastq.gz				
Batch_1_USDA234_S181	Batch_1_USDA234_S181	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA234_S181_R1_001.fastq.gz	Batch_1_USDA234_S181_R2_001.fastq.gz				
